$2018-10-19 to 2023-12-31 Cannonsville outflow - m3s,,
,,
JDAY,QOUT,QOUT
28992,0.0,58.02
28993,0.0,56.32
28994,0.0,52.36
28995,0.0,60.56
28996,0.0,67.64
28997,0.0,62.83
28998,0.0,57.17
28999,0.0,45.56
29000,0.0,25.64
29001,0.0,18.82
29002,0.0,18.42
29003,0.0,18.59
29004,0.0,24.51
29005,0.0,20.8
29006,0.0,17.46
29007,0.0,16.67
29008,0.0,15.48
29009,0.0,14.8
29010,0.0,14.32
29011,0.0,14.4
29012,0.0,14.57
29013,0.0,14.57
29014,0.0,14.43
29015,0.0,14.46
29016,0.0,14.6
29017,0.0,14.57
29018,0.0,14.66
29019,0.0,14.72
29020,0.0,14.55
29021,0.0,14.57
29022,0.0,14.91
29023,0.0,14.77
29024,0.0,18.93
29025,0.0,35.38
29026,0.0,45.0
29027,0.0,45.0
29028,0.0,45.0
29029,0.0,45.0
29030,0.0,43.02
29031,0.0,36.22
29032,0.0,31.13
29033,0.0,26.12
29034,0.0,20.94
29035,0.0,17.94
29036,0.0,15.96
29037,0.0,15.93
29038,0.0,15.93
29039,0.0,15.93
29040,0.0,15.93
29041,0.0,17.72
29042,0.0,17.49
29043,0.0,16.24
29044,0.0,16.24
29045,0.0,16.07
29046,0.0,17.04
29047,0.0,14.74
29048,0.0,14.72
29049,0.0,14.74
29050,0.0,14.63
29051,0.0,16.19
29052,0.0,19.39
29053,0.0,18.06
29054,0.0,14.74
29055,0.0,18.42
29056,0.0,25.13
29057,0.0,21.76
29058,0.0,14.91
29059,0.0,14.77
29060,0.0,14.72
29061,0.0,14.74
29062,0.0,14.72
29063,0.0,16.07
29064,0.0,16.44
29065,0.0,16.56
29066,0.0,16.87
29067,0.0,14.43
29068,0.0,14.57
29069,0.0,16.73
29070,0.0,16.75
29071,0.0,14.72
29072,0.0,14.74
29073,0.0,15.06
29074,0.0,14.91
29075,0.0,14.94
29076,0.0,14.8
29077,0.0,14.55
29078,0.0,14.8
29079,0.0,15.03
29080,0.0,14.86
29081,0.0,14.72
29082,0.0,14.72
29083,0.0,15.03
29084,0.0,15.06
29085,0.0,15.0
29086,0.0,15.03
29087,0.0,14.97
29088,0.0,15.03
29089,0.0,15.06
29090,0.0,15.93
29091,0.0,15.03
29092,0.0,14.94
29093,0.0,15.03
29094,0.0,15.03
29095,0.0,15.11
29096,0.0,15.14
29097,0.0,20.55
29098,0.0,20.52
29099,0.0,12.79
29100,0.0,11.49
29101,0.0,11.24
29102,0.0,16.53
29103,0.0,23.43
29104,0.0,11.15
29105,0.0,11.07
29106,0.0,24.37
29107,0.0,28.13
29108,0.0,27.11
29109,0.0,27.99
29110,0.0,20.04
29111,0.0,21.96
29112,0.0,25.5
29113,0.0,21.34
29114,0.0,21.06
29115,0.0,23.04
29116,0.0,20.29
29117,0.0,21.03
29118,0.0,21.06
29119,0.0,29.15
29120,0.0,25.75
29121,0.0,28.58
29122,0.0,22.92
29123,0.0,27.68
29124,0.0,25.16
29125,0.0,25.53
29126,0.0,35.94
29127,0.0,33.11
29128,0.0,30.85
29129,0.0,26.83
29130,0.0,19.05
29131,0.0,20.89
29132,0.0,27.65
29133,0.0,28.87
29134,0.0,15.96
29135,0.0,8.04
29136,0.0,5.38
29137,0.0,18.99
29138,0.0,20.72
29139,0.0,13.1
29140,0.0,8.18
29141,0.0,22.7
29142,0.0,21.51
29143,0.0,8.15
29144,0.0,14.03
29145,0.0,13.86
29146,0.0,13.86
29147,0.0,13.97
29148,0.0,13.97
29149,0.0,13.94
29150,0.0,13.89
29151,0.0,13.86
29152,0.0,13.83
29153,0.0,13.83
29154,0.0,13.83
29155,0.0,13.94
29156,0.0,13.89
29157,0.0,13.86
29158,0.0,13.86
29159,0.0,14.0
29160,0.0,14.25
29161,0.0,14.03
29162,0.0,13.94
29163,0.0,13.83
29164,0.0,13.83
29165,0.0,13.8
29166,0.0,13.83
29167,0.0,13.8
29168,0.0,13.83
29169,0.0,13.8
29170,0.0,13.8
29171,0.0,13.77
29172,0.0,13.75
29173,0.0,13.75
29174,0.0,13.75
29175,0.0,13.75
29176,0.0,13.75
29177,0.0,13.75
29178,0.0,13.75
29179,0.0,13.75
29180,0.0,13.75
29181,0.0,13.75
29182,0.0,13.8
29183,0.0,13.83
29184,0.0,13.83
29185,0.0,13.83
29186,0.0,13.86
29187,0.0,14.06
29188,0.0,14.08
29189,0.0,14.31
29190,0.0,14.57
29191,0.0,14.65
29192,0.0,14.59
29193,0.0,14.57
29194,0.0,14.59
29195,0.0,14.62
29196,0.0,14.57
29197,0.0,14.62
29198,0.0,14.65
29199,0.0,14.74
29200,0.0,14.79
29201,0.0,14.79
29202,0.0,14.79
29203,0.0,14.79
29204,0.0,14.76
29205,0.0,14.76
29206,0.0,15.78
29207,0.0,22.86
29208,0.0,26.9
29209,0.0,26.9
29210,0.0,26.9
29211,0.0,26.9
29212,0.0,26.9
29213,0.0,26.88
29214,0.0,26.88
29215,0.0,26.88
29216,0.0,26.88
29217,0.0,26.88
29218,0.0,26.88
29219,0.0,26.88
29220,0.0,26.88
29221,0.0,26.88
29222,0.0,26.88
29223,0.0,26.85
29224,0.0,26.85
29225,0.0,26.85
29226,0.0,26.85
29227,0.0,26.85
29228,0.0,26.79
29229,0.0,26.54
29230,0.0,26.54
29231,0.0,26.54
29232,0.0,26.37
29233,0.0,26.23
29234,0.0,26.34
29235,0.0,26.51
29236,0.0,26.28
29237,0.0,27.73
29238,0.0,31.26
29239,0.0,31.4
29240,0.0,31.4
29241,0.0,31.4
29242,0.0,31.4
29243,0.0,31.4
29244,0.0,31.4
29245,0.0,31.57
29246,0.0,31.72
29247,0.0,31.72
29248,0.0,32.34
29249,0.0,39.78
29250,0.0,43.46
29251,0.0,43.46
29252,0.0,43.46
29253,0.0,43.46
29254,0.0,43.46
29255,0.0,43.74
29256,0.0,44.31
29257,0.0,42.89
29258,0.0,40.06
29259,0.0,41.76
29260,0.0,51.67
29261,0.0,52.23
29262,0.0,52.23
29263,0.0,52.23
29264,0.0,52.23
29265,0.0,49.69
29266,0.0,41.48
29267,0.0,35.85
29268,0.0,30.98
29269,0.0,30.84
29270,0.0,30.67
29271,0.0,29.71
29272,0.0,26.37
29273,0.0,26.51
29274,0.0,26.62
29275,0.0,26.62
29276,0.0,26.62
29277,0.0,26.62
29278,0.0,26.71
29279,0.0,26.88
29280,0.0,26.9
29281,0.0,26.9
29282,0.0,26.9
29283,0.0,27.95
29284,0.0,35.54
29285,0.0,39.78
29286,0.0,40.06
29287,0.0,40.06
29288,0.0,40.06
29289,0.0,38.08
29290,0.0,31.57
29291,0.0,20.76
29292,0.0,19.69
29293,0.0,19.63
29294,0.0,24.56
29295,0.0,26.62
29296,0.0,26.73
29297,0.0,26.9
29298,0.0,26.9
29299,0.0,26.9
29300,0.0,27.02
29301,0.0,26.93
29302,0.0,26.99
29303,0.0,27.13
29304,0.0,27.16
29305,0.0,27.16
29306,0.0,27.16
29307,0.0,27.16
29308,0.0,27.16
29309,0.0,27.16
29310,0.0,27.19
29311,0.0,27.16
29312,0.0,27.16
29313,0.0,27.19
29314,0.0,27.47
29315,0.0,31.38
29316,0.0,35.25
29317,0.0,35.39
29318,0.0,35.79
29319,0.0,40.35
29320,0.0,46.29
29321,0.0,52.52
29322,0.0,52.8
29323,0.0,52.8
29324,0.0,52.8
29325,0.0,52.8
29326,0.0,52.8
29327,0.0,52.8
29328,0.0,53.08
29329,0.0,53.37
29330,0.0,53.08
29331,0.0,52.8
29332,0.0,52.8
29333,0.0,52.8
29334,0.0,52.8
29335,0.0,53.37
29336,0.0,53.08
29337,0.0,53.08
29338,0.0,53.37
29339,0.0,53.37
29340,0.0,53.08
29341,0.0,53.08
29342,0.0,57.33
29343,77.13700028141272,0.0
29344,83.64600031802675,0.0
29345,81.09900027131627,0.0
29346,71.19400023083847,0.0
29347,46.00700014668604,0.0
29348,33.7814000977263,0.0
29349,46.290000148468444,0.0
29350,46.57300015025085,0.0
29351,42.04500013049491,0.0
29352,0.0,42.89
29353,0.0,41.48
29354,0.0,40.63
29355,0.0,40.63
29356,0.0,41.2
29357,0.0,48.55
29358,0.0,53.37
29359,0.0,51.1
29360,0.0,40.91
29361,0.0,34.6
29362,0.0,24.47
29363,0.0,22.35
29364,0.0,22.57
29365,0.0,25.57
29366,0.0,28.74
29367,0.0,27.95
29368,0.0,23.4
29369,0.0,22.55
29370,0.0,22.83
29371,0.0,22.6
29372,0.0,22.55
29373,0.0,23.93
29374,0.0,24.61
29375,0.0,24.7
29376,0.0,24.81
29377,0.0,24.84
29378,0.0,24.7
29379,0.0,24.61
29380,0.0,24.61
29381,0.0,25.18
29382,0.0,25.01
29383,0.0,24.84
29384,0.0,24.7
29385,0.0,24.61
29386,0.0,24.61
29387,0.0,24.73
29388,0.0,24.24
29389,0.0,24.16
29390,0.0,23.85
29391,0.0,23.23
29392,0.0,24.19
29393,0.0,24.84
29394,0.0,26.25
29395,0.0,26.51
29396,0.0,23.85
29397,0.0,22.83
29398,0.0,22.86
29399,0.0,23.11
29400,0.0,23.28
29401,0.0,23.08
29402,0.0,23.31
29403,0.0,24.87
29404,0.0,26.82
29405,0.0,26.68
29406,0.0,26.85
29407,0.0,28.21
29408,0.0,27.07
29409,0.0,26.71
29410,0.0,26.34
29411,0.0,23.42
29412,0.0,23.65
29413,0.0,22.89
29414,0.0,22.55
29415,0.0,22.55
29416,0.0,22.77
29417,0.0,23.62
29418,0.0,22.55
29419,0.0,23.48
29420,0.0,26.11
29421,0.0,26.45
29422,0.0,25.04
29423,0.0,23.62
29424,0.0,22.55
29425,0.0,22.43
29426,0.0,23.57
29427,0.0,25.8
29428,0.0,25.86
29429,0.0,25.43
29430,0.0,24.16
29431,0.0,23.23
29432,0.0,21.39
29433,0.0,22.04
29434,0.0,22.91
29435,0.0,21.36
29436,0.0,20.96
29437,0.0,21.78
29438,0.0,21.07
29439,0.0,21.33
29440,0.0,22.09
29441,0.0,21.13
29442,0.0,20.79
29443,0.0,20.74
29444,0.0,21.07
29445,0.0,21.16
29446,0.0,20.82
29447,0.0,21.92
29448,0.0,22.43
29449,0.0,22.8
29450,0.0,23.37
29451,0.0,23.31
29452,0.0,22.6
29453,0.0,22.24
29454,0.0,21.9
29455,0.0,21.9
29456,0.0,21.9
29457,0.0,21.9
29458,0.0,21.95
29459,0.0,21.9
29460,0.0,22.83
29461,0.0,22.55
29462,0.0,22.4
29463,0.0,22.07
29464,0.0,21.9
29465,0.0,20.88
29466,0.0,20.42
29467,0.0,20.4
29468,0.0,20.37
29469,0.0,20.37
29470,0.0,20.34
29471,0.0,20.34
29472,0.0,20.34
29473,0.0,20.34
29474,0.0,20.34
29475,0.0,20.31
29476,0.0,20.28
29477,0.0,20.25
29478,0.0,20.34
29479,0.0,20.34
29480,0.0,19.77
29481,0.0,19.46
29482,0.0,19.46
29483,0.0,23.65
29484,0.0,19.46
29485,0.0,19.38
29486,0.0,20.17
29487,0.0,19.43
29488,0.0,19.41
29489,0.0,23.37
29490,0.0,28.66
29491,0.0,24.3
29492,0.0,19.52
29493,0.0,19.49
29494,0.0,19.49
29495,0.0,16.04
29496,0.0,14.74
29497,0.0,14.71
29498,0.0,14.76
29499,0.0,12.44
29500,0.0,11.5
29501,0.0,11.93
29502,0.0,23.54
29503,0.0,29.68
29504,0.0,27.53
29505,0.0,17.82
29506,0.0,24.73
29507,0.0,30.64
29508,0.0,33.44
29509,0.0,24.44
29510,0.0,27.56
29511,0.0,35.03
29512,0.0,36.22
29513,0.0,35.39
29514,0.0,33.84
29515,0.0,34.77
29516,0.0,36.16
29517,0.0,35.71
29518,0.0,35.54
29519,0.0,34.89
29520,0.0,36.1
29521,0.0,39.22
29522,0.0,25.55
29523,0.0,16.19
29524,0.0,12.45
29525,0.0,10.13
29526,0.0,10.1
29527,0.0,10.05
29528,0.0,10.02
29529,0.0,10.08
29530,0.0,10.13
29531,0.0,10.16
29532,0.0,10.25
29533,0.0,10.27
29534,0.0,10.33
29535,0.0,10.5
29536,0.0,10.58
29537,0.0,10.56
29538,0.0,10.56
29539,0.0,10.58
29540,0.0,10.61
29541,0.0,10.56
29542,0.0,10.56
29543,0.0,10.58
29544,0.0,10.61
29545,0.0,10.61
29546,0.0,10.64
29547,0.0,10.7
29548,0.0,10.67
29549,0.0,10.64
29550,0.0,10.64
29551,0.0,10.73
29552,0.0,10.7
29553,0.0,10.73
29554,0.0,10.75
29555,0.0,10.87
29556,0.0,10.87
29557,0.0,10.81
29558,0.0,10.78
29559,0.0,10.75
29560,0.0,10.7
29561,0.0,10.73
29562,0.0,10.73
29563,0.0,10.75
29564,0.0,10.78
29565,0.0,10.78
29566,0.0,10.78
29567,0.0,10.78
29568,0.0,10.81
29569,0.0,10.84
29570,0.0,10.81
29571,0.0,10.84
29572,0.0,10.98
29573,0.0,10.95
29574,0.0,11.01
29575,0.0,11.09
29576,0.0,11.09
29577,0.0,11.09
29578,0.0,11.12
29579,0.0,11.41
29580,0.0,10.58
29581,0.0,8.8
29582,0.0,9.42
29583,0.0,10.39
29584,0.0,11.04
29585,0.0,11.04
29586,0.0,11.04
29587,0.0,11.55
29588,0.0,14.01
29589,0.0,18.57
29590,0.0,23.12
29591,0.0,23.12
29592,0.0,23.12
29593,0.0,23.12
29594,0.0,22.95
29595,0.0,22.56
29596,0.0,22.47
29597,0.0,22.47
29598,0.0,22.47
29599,0.0,22.47
29600,0.0,22.47
29601,0.0,22.44
29602,0.0,22.47
29603,0.0,22.47
29604,0.0,22.47
29605,0.0,22.47
29606,0.0,22.44
29607,0.0,22.47
29608,0.0,22.36
29609,0.0,22.24
29610,0.0,22.24
29611,0.0,22.24
29612,0.0,22.24
29613,0.0,22.24
29614,0.0,22.16
29615,0.0,22.27
29616,0.0,22.47
29617,0.0,22.47
29618,0.0,22.47
29619,0.0,22.47
29620,0.0,22.47
29621,0.0,21.28
29622,0.0,14.55
29623,0.0,11.91
29624,0.0,11.38
29625,0.0,11.35
29626,0.0,11.49
29627,0.0,11.49
29628,0.0,11.43
29629,0.0,11.43
29630,0.0,11.43
29631,0.0,11.43
29632,0.0,11.43
29633,0.0,11.55
29634,0.0,11.46
29635,0.0,11.55
29636,0.0,11.6
29637,0.0,11.58
29638,0.0,11.55
29639,0.0,11.58
29640,0.0,11.52
29641,0.0,11.38
29642,0.0,11.43
29643,0.0,11.43
29644,0.0,11.49
29645,0.0,11.43
29646,0.0,11.38
29647,0.0,11.38
29648,0.0,11.38
29649,0.0,11.35
29650,0.0,11.41
29651,0.0,11.43
29652,0.0,11.43
29653,0.0,11.04
29654,0.0,10.41
29655,0.0,10.41
29656,0.0,10.53
29657,0.0,10.78
29658,0.0,10.75
29659,0.0,10.7
29660,0.0,10.53
29661,0.0,10.3
29662,0.0,10.53
29663,0.0,10.9
29664,0.0,10.84
29665,0.0,10.75
29666,0.0,11.26
29667,0.0,11.6
29668,0.0,11.66
29669,0.0,11.77
29670,0.0,12.51
29671,0.0,18.74
29672,0.0,22.67
29673,0.0,22.7
29674,0.0,25.98
29675,0.0,39.11
29676,0.0,45.34
29677,0.0,45.34
29678,0.0,45.62
29679,0.0,45.34
29680,0.0,45.34
29681,0.0,42.22
29682,0.0,35.43
29683,0.0,31.53
29684,0.0,28.95
29685,0.0,22.53
29686,0.0,16.73
29687,0.0,15.85
29688,0.0,15.57
29689,0.0,15.34
29690,0.0,15.34
29691,0.0,15.34
29692,0.0,15.54
29693,0.0,15.34
29694,0.0,15.25
29695,0.0,15.2
29696,0.0,15.2
29697,0.0,15.25
29698,0.0,15.25
29699,0.0,15.28
29700,0.0,15.34
29701,0.0,15.31
29702,0.0,15.31
29703,0.0,15.34
29704,0.0,15.34
29705,0.0,16.95
29706,24.649700076714637,0.0
29707,49.86500016674095,0.0
29708,56.37400020335497,0.0
29709,56.940000189394716,0.0
29710,58.9210002062528,0.0
29711,72.5050002655206,0.0
29712,80.9950003189927,0.0
29713,71.37300024962845,0.0
29714,52.129000198525226,0.0
29715,41.94100014750249,0.0
29716,45.620000161911214,0.0
29717,60.902000223110896,0.0
29718,67.12800024479871,0.0
29719,62.88300023996898,0.0
29720,49.299000176319936,0.0
29721,0.0,36.85
29722,0.0,31.1
29723,0.0,27.17
29724,0.0,24.68
29725,0.0,22.7
29726,0.0,19.58
29727,0.0,19.47
29728,0.0,19.53
29729,0.0,19.61
29730,0.0,19.61
29731,0.0,19.61
29732,0.0,19.7
29733,0.0,19.64
29734,0.0,19.75
29735,0.0,19.84
29736,0.0,19.81
29737,0.0,19.78
29738,0.0,20.72
29739,0.0,20.74
29740,0.0,20.77
29741,0.0,20.74
29742,0.0,20.74
29743,0.0,20.91
29744,0.0,21.57
29745,0.0,20.86
29746,0.0,20.74
29747,0.0,20.74
29748,0.0,20.74
29749,0.0,20.74
29750,0.0,20.74
29751,0.0,20.74
29752,0.0,20.74
29753,0.0,20.66
29754,0.0,20.63
29755,0.0,20.63
29756,0.0,20.69
29757,0.0,20.69
29758,0.0,20.66
29759,0.0,20.63
29760,0.0,20.57
29761,0.0,20.55
29762,0.0,20.55
29763,0.0,20.91
29764,0.0,23.57
29765,0.0,23.89
29766,0.0,23.29
29767,0.0,21.57
29768,0.0,20.74
29769,0.0,20.72
29770,0.0,20.74
29771,0.0,20.74
29772,0.0,20.66
29773,0.0,20.69
29774,0.0,20.72
29775,0.0,20.74
29776,0.0,20.74
29777,0.0,20.66
29778,0.0,20.66
29779,0.0,21.93
29780,0.0,22.5
29781,0.0,23.23
29782,0.0,26.4
29783,0.0,34.58
29784,0.0,45.05
29785,0.0,45.62
29786,0.0,45.62
29787,0.0,45.62
29788,0.0,47.04
29789,52.129000198525226,0.0
29790,0.0,51.0
29791,0.0,46.75
29792,0.0,41.66
29793,0.0,32.32
29794,0.0,25.02
29795,0.0,23.01
29796,0.0,23.04
29797,0.0,22.95
29798,0.0,22.84
29799,0.0,22.98
29800,0.0,22.95
29801,0.0,22.81
29802,0.0,22.92
29803,0.0,22.87
29804,0.0,22.95
29805,0.0,22.87
29806,0.0,22.95
29807,0.0,23.04
29808,0.0,23.57
29809,0.0,23.12
29810,0.0,21.99
29811,0.0,21.65
29812,0.0,21.62
29813,0.0,21.54
29814,0.0,21.57
29815,0.0,21.65
29816,0.0,21.71
29817,0.0,21.73
29818,0.0,21.76
29819,0.0,21.71
29820,0.0,22.07
29821,0.0,21.93
29822,0.0,21.73
29823,0.0,22.41
29824,0.0,23.04
29825,0.0,23.04
29826,0.0,22.95
29827,0.0,23.04
29828,0.0,22.98
29829,0.0,23.04
29830,0.0,23.12
29831,0.0,22.92
29832,0.0,23.18
29833,0.0,23.06
29834,0.0,23.12
29835,0.0,23.12
29836,0.0,23.26
29837,0.0,23.12
29838,0.0,23.21
29839,0.0,25.24
29840,0.0,31.33
29841,0.0,31.33
29842,0.0,31.39
29843,0.0,34.19
29844,0.0,44.77
29845,0.0,45.62
29846,0.0,45.62
29847,0.0,45.9
29848,0.0,45.62
29849,0.0,45.62
29850,0.0,43.64
29851,0.0,35.15
29852,0.0,35.43
29853,0.0,38.26
29854,0.0,45.9
29855,0.0,45.9
29856,0.0,45.9
29857,0.0,45.9
29858,0.0,45.9
29859,0.0,45.9
29860,0.0,45.9
29861,0.0,45.9
29862,0.0,45.9
29863,0.0,45.9
29864,0.0,45.9
29865,0.0,45.62
29866,0.0,44.77
29867,0.0,37.98
29868,0.0,32.94
29869,0.0,30.39
29870,0.0,30.39
29871,0.0,30.42
29872,0.0,30.42
29873,0.0,30.42
29874,0.0,30.42
29875,0.0,30.56
29876,0.0,30.59
29877,0.0,30.62
29878,0.0,30.62
29879,0.0,30.68
29880,0.0,30.73
29881,0.0,30.73
29882,0.0,30.73
29883,0.0,30.73
29884,0.0,30.73
29885,0.0,24.25
29886,0.0,14.09
29887,0.0,26.06
29888,0.0,36.0
29889,0.0,45.34
29890,0.0,46.75
29891,0.0,46.47
29892,0.0,46.75
29893,0.0,47.04
29894,0.0,47.04
29895,0.0,46.75
29896,0.0,46.47
29897,0.0,46.47
29898,0.0,46.47
29899,0.0,46.75
29900,0.0,47.04
29901,0.0,47.04
29902,0.0,47.32
29903,0.0,47.32
29904,0.0,47.32
29905,0.0,47.32
29906,0.0,47.32
29907,0.0,47.88
29908,0.0,47.88
29909,0.0,47.88
29910,0.0,47.88
29911,0.0,47.88
29912,0.0,47.88
29913,0.0,47.88
29914,0.0,48.17
29915,0.0,48.45
29916,0.0,48.45
29917,0.0,48.45
29918,0.0,48.45
29919,0.0,48.45
29920,0.0,48.45
29921,0.0,48.17
29922,0.0,48.17
29923,0.0,47.88
29924,0.0,47.88
29925,0.0,48.17
29926,0.0,48.17
29927,0.0,47.88
29928,0.0,47.88
29929,0.0,47.88
29930,0.0,47.88
29931,0.0,47.88
29932,0.0,47.32
29933,0.0,47.32
29934,0.0,47.6
29935,0.0,47.88
29936,0.0,47.88
29937,0.0,47.88
29938,0.0,47.88
29939,0.0,47.88
29940,0.0,47.88
29941,0.0,46.75
29942,0.0,41.09
29943,0.0,36.28
29944,0.0,32.15
29945,0.0,31.36
29946,0.0,31.36
29947,0.0,31.3
29948,0.0,31.55
29949,0.0,31.36
29950,0.0,31.36
29951,0.0,31.36
29952,0.0,31.36
29953,0.0,31.36
29954,0.0,31.36
29955,0.0,31.36
29956,0.0,31.36
29957,0.0,31.36
29958,0.0,31.19
29959,0.0,31.05
29960,0.0,31.05
29961,0.0,31.05
29962,0.0,30.14
29963,0.0,27.88
29964,0.0,25.44
29965,0.0,24.03
29966,0.0,23.86
29967,0.0,23.83
29968,0.0,23.83
29969,0.0,23.72
29970,0.0,23.66
29971,0.0,23.8
29972,0.0,23.57
29973,0.0,23.55
29974,0.0,23.49
29975,0.0,23.43
29976,0.0,23.09
29977,0.0,19.73
29978,0.0,16.33
29979,0.0,13.56
29980,0.0,11.18
29981,0.0,10.9
29982,0.0,10.9
29983,0.0,10.9
29984,0.0,10.9
29985,0.0,9.98
29986,0.0,10.26
29987,0.0,10.07
29988,0.0,10.07
29989,0.0,10.07
29990,0.0,10.07
29991,0.0,10.01
29992,0.0,9.9
29993,0.0,9.92
29994,0.0,9.9
29995,0.0,9.95
29996,0.0,9.92
29997,0.0,9.87
29998,0.0,9.84
29999,0.0,9.87
30000,0.0,10.09
30001,0.0,9.81
30002,0.0,9.9
30003,0.0,10.01
30004,0.0,10.07
30005,0.0,9.98
30006,0.0,10.38
30007,0.0,13.63
30008,0.0,17.9
30009,0.0,21.27
30010,0.0,21.67
30011,0.0,21.87
30012,0.0,21.95
30013,0.0,24.84
30014,0.0,40.94
30015,0.0,44.62
30016,0.0,44.62
30017,0.0,44.9
30018,0.0,44.9
30019,0.0,41.79
30020,0.0,30.87
30021,0.0,23.73
30022,30.356800101870675,0.0
30023,35.281000124998215,0.0
30024,28.48900009536433,0.0
30025,29.64930009960529,0.0
30026,37.82800013227732,0.0
30027,66.12800024479871,0.0
